zip_code,refnis,pop_dens,income_1y,income_17y,province,commune
4458,62060,274,23425.89,18550.98,Liège,Juprelle
4460,62118,680,18197.38,14772.24,Liège,Grâce-Hollogne
4470,64065,345,21296.74,16679.52,Liège,Saint-Georges-sur-Meuse
4480,61080,226,18809.75,14867.7,Liège,Engis
4500,61031,455,20272.73,16156.9,Liège,Huy
4520,61072,318,22854.09,18033.68,Liège,Wanze
4530,61068,208,23691.75,18290.05,Liège,Villers-Le-Bouillet
4537,61063,178,25443.93,19172.69,Liège,Verlaine
4540,61003,525,20208.24,16098.55,Liège,Amay
4550,61043,159,27398.0,21662.93,Liège,Nandrin
4557,61081,74,24501.49,18938.09,Liège,Tinlot
4560,61012,62,22861.77,17706.32,Liège,Clavier
4570,61039,186,22856.53,17472.39,Liège,Marchin
4577,61041,104,23538.67,18487.37,Liège,Modave
4590,61048,69,22520.91,17318.2,Liège,Ouffet
4600,62108,654,20881.08,16252.8,Liège,Visé
4601,62108,654,20881.08,16252.8,Liège,Visé
4602,62108,654,20881.08,16252.8,Liège,Visé
4606,62027,213,23972.36,19038.4,Liège,Dalhem
4607,62027,213,23972.36,19038.4,Liège,Dalhem
4608,62027,213,23972.36,19038.4,Liège,Dalhem
4610,62015,1649,19343.51,15569.32,Liège,Beyne-Heusay
4620,62038,1197,20705.67,16283.5,Liège,Fléron
4621,62038,1197,20705.67,16283.5,Liège,Fléron
4623,62038,1197,20705.67,16283.5,Liège,Fléron
4624,62038,1197,20705.67,16283.5,Liège,Fléron
4630,62099,638,21663.01,17034.16,Liège,Soumagne
4631,62099,638,21663.01,17034.16,Liège,Soumagne
4632,62099,638,21663.01,17034.16,Liège,Soumagne
4633,62099,638,21663.01,17034.16,Liège,Soumagne
4650,63035,314,22313.86,17773.83,Liège,Herve
4651,63035,314,22313.86,17773.83,Liège,Herve
4652,63035,314,22313.86,17773.83,Liège,Herve
4653,63035,314,22313.86,17773.83,Liège,Herve
4654,63035,314,22313.86,17773.83,Liège,Herve
4670,62119,516,23376.46,18551.6,Liège,Blegny
4671,62119,516,23376.46,18551.6,Liège,Blegny
4672,62119,516,23376.46,18551.6,Liège,Blegny
4680,62079,713,20488.71,16576.86,Liège,Oupeye
4681,62079,713,20488.71,16576.86,Liège,Oupeye
4682,62079,713,20488.71,16576.86,Liège,Oupeye
4683,62079,713,20488.71,16576.86,Liège,Oupeye
4684,62079,713,20488.71,16576.86,Liège,Oupeye
4690,62011,236,21477.54,17180.41,Liège,Bassenge
4700,63023,209,20937.66,17037.73,Liège,Eupen
4701,63023,209,20937.66,17037.73,Liège,Eupen
4710,63048,211,20885.03,16939.64,Liège,Lontzen
4711,63048,211,20885.03,16939.64,Liège,Lontzen
4720,63040,629,19382.65,15220.87,Liège,La Calamine
4721,63040,629,19382.65,15220.87,Liège,La Calamine
4728,63040,629,19382.65,15220.87,Liège,La Calamine
4730,63061,152,22751.5,18234.61,Liège,Raeren
4731,63061,152,22751.5,18234.61,Liège,Raeren
4750,63013,58,20421.48,15422.16,Liège,Butgenbach
4760,63012,36,21401.81,15386.79,Liège,Bullange
4761,63012,36,21401.81,15386.79,Liège,Bullange
4770,63001,44,20959.93,15715.14,Liège,Amblève
4771,63001,44,20959.93,15715.14,Liège,Amblève
4780,63067,68,22409.82,16934.17,Liège,Saint-Vith
4782,63067,68,22409.82,16934.17,Liège,Saint-Vith
4783,63067,68,22409.82,16934.17,Liège,Saint-Vith
4784,63067,68,22409.82,16934.17,Liège,Saint-Vith
4790,63087,36,21439.22,15712.56,Liège,Burg-Reuland
4791,63087,36,21439.22,15712.56,Liège,Burg-Reuland
4800,63079,1689,16902.39,13765.5,Liège,Verviers
4801,63079,1689,16902.39,13765.5,Liège,Verviers
4802,63079,1689,16902.39,13765.5,Liège,Verviers
4820,63020,1092,14457.87,12128.09,Liège,Dison
4821,63020,1092,14457.87,12128.09,Liège,Dison
4830,63046,229,20951.77,16181.98,Liège,Limbourg
4831,63046,229,20951.77,16181.98,Liège,Limbourg
4834,63046,229,20951.77,16181.98,Liège,Limbourg
4837,63004,52,22156.08,17487.54,Liège,Baelen
4840,63084,423,20878.9,16810.02,Liège,Welkenraedt
4841,63084,423,20878.9,16810.02,Liège,Welkenraedt
4845,63038,82,24711.08,19061.0,Liège,Jalhay
4850,63088,202,19761.92,15717.07,Liège,Plombières
4851,63088,202,19761.92,15717.07,Liège,Plombières
4852,63088,202,19761.92,15717.07,Liège,Plombières
4860,63058,372,20092.38,15906.79,Liège,Pepinster
4861,63058,372,20092.38,15906.79,Liège,Pepinster
4870,62122,332,22119.79,17238.0,Liège,Trooz
4877,63057,258,26323.62,20614.29,Liège,Olne
4880,63003,225,23227.85,17904.46,Liège,Aubel
4890,63089,195,23409.84,18215.89,Liège,Thimister-Clermont
4900,63072,246,21119.77,16699.71,Liège,Spa
4910,63076,144,23888.12,18453.02,Liège,Theux
4920,62009,161,21721.46,16905.86,Liège,Aywaille
4950,63080,77,20606.39,15845.85,Liège,Waimes
4960,63049,129,20981.01,16414.94,Liège,Malmedy
4970,63073,85,20910.97,16262.08,Liège,Stavelot
4980,63086,37,20565.46,16097.43,Liège,Trois-Ponts
4983,63086,37,20565.46,16097.43,Liège,Trois-Ponts
4987,63075,29,22866.76,17731.25,Liège,Stoumont
4990,63045,39,20964.79,16323.25,Liège,Lierneux
5000,92094,648,21294.04,17338.31,Namur,Namur
5001,92094,648,21294.04,17338.31,Namur,Namur
5002,92094,648,21294.04,17338.31,Namur,Namur
5003,92094,648,21294.04,17338.31,Namur,Namur
5004,92094,648,21294.04,17338.31,Namur,Namur
5020,92094,648,21294.04,17338.31,Namur,Namur
5021,92094,648,21294.04,17338.31,Namur,Namur
5022,92094,648,21294.04,17338.31,Namur,Namur
5024,92094,648,21294.04,17338.31,Namur,Namur
5030,92142,274,23923.25,19047.28,Namur,Gembloux
5031,92142,274,23923.25,19047.28,Namur,Gembloux
5032,92142,274,23923.25,19047.28,Namur,Gembloux
5060,92137,834,19243.11,15443.36,Namur,Sambreville
5070,92048,164,21433.32,16680.05,Namur,Fosses-la-Ville
5080,92141,176,26015.97,20143.06,Namur,La Bruyère
5081,92141,176,26015.97,20143.06,Namur,La Bruyère
5100,92094,648,21294.04,17338.31,Namur,Namur
5101,92094,648,21294.04,17338.31,Namur,Namur
5140,92114,233,22761.67,17807.67,Namur,Sombreffe
5150,92045,206,23295.64,18143.53,Namur,Floreffe
5170,92101,244,24001.98,18739.96,Namur,Profondeville
5190,92140,409,21258.99,16555.76,Namur,Jemeppe-sur-Sambre
5300,92003,327,20501.16,15819.74,Namur,Andenne
5310,92035,163,23919.14,18891.71,Namur,Eghezée
5330,92006,93,23707.34,19027.06,Namur,Assesse
5332,92006,93,23707.34,19027.06,Namur,Assesse
5333,92006,93,23707.34,19027.06,Namur,Assesse
5334,92006,93,23707.34,19027.06,Namur,Assesse
5336,92006,93,23707.34,19027.06,Namur,Assesse
5340,92054,115,24427.82,18609.41,Namur,Gesves
5350,92097,92,21852.46,16776.95,Namur,Ohey
5351,92097,92,21852.46,16776.95,Namur,Ohey
5352,92097,92,21852.46,16776.95,Namur,Ohey
5353,92097,92,21852.46,16776.95,Namur,Ohey
5354,92097,92,21852.46,16776.95,Namur,Ohey
5360,91059,97,21840.12,17150.52,Namur,Hamois
5361,91059,97,21840.12,17150.52,Namur,Hamois
5362,91059,97,21840.12,17150.52,Namur,Hamois
5363,91059,97,21840.12,17150.52,Namur,Hamois
5364,91059,97,21840.12,17150.52,Namur,Hamois
5370,91064,51,20845.19,16214.13,Namur,Havelange
5372,91064,51,20845.19,16214.13,Namur,Havelange
5374,91064,51,20845.19,16214.13,Namur,Havelange
5376,91064,51,20845.19,16214.13,Namur,Havelange
5377,91120,64,21073.73,16022.21,Namur,Somme-Leuze
5380,92138,124,24386.69,18950.25,Namur,Fernelmont
5500,91034,133,19336.05,15356.06,Namur,Dinant
5501,91034,133,19336.05,15356.06,Namur,Dinant
5502,91034,133,19336.05,15356.06,Namur,Dinant
5503,91034,133,19336.05,15356.06,Namur,Dinant
5504,91034,133,19336.05,15356.06,Namur,Dinant
5520,91103,49,20941.91,16288.7,Namur,Onhaye
5521,91103,49,20941.91,16288.7,Namur,Onhaye
5522,91103,49,20941.91,16288.7,Namur,Onhaye
5523,91103,49,20941.91,16288.7,Namur,Onhaye
5524,91103,49,20941.91,16288.7,Namur,Onhaye
5530,91141,159,23014.11,18148.05,Namur,Yvoir
5537,91005,108,21095.63,16236.98,Namur,Anhée
5540,91142,108,18335.2,14341.83,Namur,Hastière
5541,91142,108,18335.2,14341.83,Namur,Hastière
5542,91142,108,18335.2,14341.83,Namur,Hastière
5543,91142,108,18335.2,14341.83,Namur,Hastière
5544,91142,108,18335.2,14341.83,Namur,Hastière
5550,91143,24,19085.93,14399.07,Namur,Vresse-sur-Semois
5555,91015,31,18564.63,14663.18,Namur,Bièvre
5560,91072,42,20056.4,15863.16,Namur,Houyet
5561,91072,42,20056.4,15863.16,Namur,Houyet
5562,91072,42,20056.4,15863.16,Namur,Houyet
5563,91072,42,20056.4,15863.16,Namur,Houyet
5564,91072,42,20056.4,15863.16,Namur,Houyet
5570,91013,54,19049.71,15057.94,Namur,Beauraing
5571,91013,54,19049.71,15057.94,Namur,Beauraing
5572,91013,54,19049.71,15057.94,Namur,Beauraing
5573,91013,54,19049.71,15057.94,Namur,Beauraing
5574,91013,54,19049.71,15057.94,Namur,Beauraing
5575,91054,30,19207.69,15115.73,Namur,Gedinne
5576,91013,54,19049.71,15057.94,Namur,Beauraing
5580,91114,76,19990.61,15527.73,Namur,Rochefort
5590,91030,116,20945.0,16514.5,Namur,Ciney
5600,93056,60,19934.97,15650.57,Namur,Philippeville
5620,93022,84,20110.41,15967.87,Namur,Florennes
5621,93022,84,20110.41,15967.87,Namur,Florennes
5630,93010,59,20720.7,15608.46,Namur,Cerfontaine
5640,92087,115,22085.35,16921.08,Namur,Mettet
5641,92087,115,22085.35,16921.08,Namur,Mettet
5644,92087,115,22085.35,16921.08,Namur,Mettet
5646,92087,115,22085.35,16921.08,Namur,Mettet
5650,93088,149,22169.19,17449.21,Namur,Walcourt
5651,93088,149,22169.19,17449.21,Namur,Walcourt
5660,93014,67,18264.12,14339.03,Namur,Couvin
5670,93090,46,18853.42,14483.74,Namur,Viroinval
5680,93018,35,19198.47,14780.01,Namur,Doische
6000,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6001,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6010,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6020,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6030,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6031,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6032,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6040,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6041,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6042,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6043,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6044,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6060,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6061,52011,1984,15641.35,12967.31,Hainaut,Charleroi
6110,52048,665,24617.23,19940.09,Hainaut,Montigny-le-Tilleul
6111,52048,665,24617.23,19940.09,Hainaut,Montigny-le-Tilleul
6120,56086,302,26052.14,20479.67,Hainaut,Ham-sur-Heure-Nalinnes
6140,52022,632,18738.39,14777.62,Hainaut,Fontaine-l’Evêque
6141,52022,632,18738.39,14777.62,Hainaut,Fontaine-l’Evêque
6142,52022,632,18738.39,14777.62,Hainaut,Fontaine-l’Evêque
6150,56001,744,18446.62,14607.78,Hainaut,Anderlues
6180,52015,703,18472.58,14661.65,Hainaut,Courcelles
6181,52015,703,18472.58,14661.65,Hainaut,Courcelles
6182,52015,703,18472.58,14661.65,Hainaut,Courcelles
6183,52015,703,18472.58,14661.65,Hainaut,Courcelles
6200,52012,1301,16719.6,13332.3,Hainaut,Châtelet
6210,52075,223,24497.63,19153.48,Hainaut,Les Bons Villers
6211,52075,223,24497.63,19153.48,Hainaut,Les Bons Villers
6220,52021,385,19188.66,15241.75,Hainaut,Fleurus
6221,52021,385,19188.66,15241.75,Hainaut,Fleurus
6222,52021,385,19188.66,15241.75,Hainaut,Fleurus
6223,52021,385,19188.66,15241.75,Hainaut,Fleurus
6224,52021,385,19188.66,15241.75,Hainaut,Fleurus
6230,52055,314,23298.52,18127.43,Hainaut,Pont-à-Celles
6238,52055,314,23298.52,18127.43,Hainaut,Pont-à-Celles
6240,52018,1099,14398.31,11578.84,Hainaut,Farciennes
6250,52074,489,18992.94,15142.35,Hainaut,Aiseau-Presles
6280,52025,269,25030.84,19953.74,Hainaut,Gerpinnes
6440,56029,47,19284.83,14538.99,Hainaut,Froidchapelle
6441,56029,47,19284.83,14538.99,Hainaut,Froidchapelle
6460,56016,48,18619.63,14336.58,Hainaut,Chimay
6461,56016,48,18619.63,14336.58,Hainaut,Chimay
6462,56016,48,18619.63,14336.58,Hainaut,Chimay
6463,56016,48,18619.63,14336.58,Hainaut,Chimay
6464,56016,48,18619.63,14336.58,Hainaut,Chimay
6470,56088,66,19804.15,15236.04,Hainaut,Sivry-Rance
6500,56005,76,20505.16,15673.8,Hainaut,Beaumont
6511,56005,76,20505.16,15673.8,Hainaut,Beaumont
6530,56078,193,22481.51,17861.18,Hainaut,Thuin
6531,56078,193,22481.51,17861.18,Hainaut,Thuin
6532,56078,193,22481.51,17861.18,Hainaut,Thuin
6533,56078,193,22481.51,17861.18,Hainaut,Thuin
6534,56078,193,22481.51,17861.18,Hainaut,Thuin
6536,56078,193,22481.51,17861.18,Hainaut,Thuin
6540,56044,184,22330.5,17772.6,Hainaut,Lobbes
6542,56044,184,22330.5,17772.6,Hainaut,Lobbes
6543,56044,184,22330.5,17772.6,Hainaut,Lobbes
6560,56022,225,18161.18,14309.86,Hainaut,Erquelinnes
6567,56049,136,19561.09,15182.2,Hainaut,Merbes-le-Château
6590,56051,60,16879.11,13262.28,Hainaut,Momignies
6591,56051,60,16879.11,13262.28,Hainaut,Momignies
6592,56051,60,16879.11,13262.28,Hainaut,Momignies
6593,56051,60,16879.11,13262.28,Hainaut,Momignies
6594,56051,60,16879.11,13262.28,Hainaut,Momignies
6596,56051,60,16879.11,13262.28,Hainaut,Momignies
6600,82003,97,20293.94,15760.91,Luxembourg,Bastogne
6630,81013,68,20601.85,16650.47,Luxembourg,Martelange
6637,82009,32,21623.87,17079.36,Luxembourg,Fauvillers
6640,82036,46,20538.46,15902.92,Luxembourg,Vaux-sur-Sûre
6642,82036,46,20538.46,15902.92,Luxembourg,Vaux-sur-Sûre
6660,82014,31,20100.34,15816.75,Luxembourg,Houffalize
6661,82014,31,20100.34,15816.75,Luxembourg,Houffalize
6662,82014,31,20100.34,15816.75,Luxembourg,Houffalize
6663,82014,31,20100.34,15816.75,Luxembourg,Houffalize
6666,82014,31,20100.34,15816.75,Luxembourg,Houffalize
6670,82037,33,19093.22,14788.83,Luxembourg,Gouvy
6671,82037,33,19093.22,14788.83,Luxembourg,Gouvy
6672,82037,33,19093.22,14788.83,Luxembourg,Gouvy
6673,82037,33,19093.22,14788.83,Luxembourg,Gouvy
6674,82037,33,19093.22,14788.83,Luxembourg,Gouvy
6680,82038,27,18875.23,15285.1,Luxembourg,Sainte-Ode
6681,82038,27,18875.23,15285.1,Luxembourg,Sainte-Ode
6686,82005,41,20338.63,15733.27,Luxembourg,Bertogne
6687,82005,41,20338.63,15733.27,Luxembourg,Bertogne
6688,82005,41,20338.63,15733.27,Luxembourg,Bertogne
6690,82032,56,19509.72,15465.52,Luxembourg,Vielsalm
6692,82032,56,19509.72,15465.52,Luxembourg,Vielsalm
6698,82032,56,19509.72,15465.52,Luxembourg,Vielsalm
6700,81001,262,24847.89,20239.18,Luxembourg,Arlon
6704,81001,262,24847.89,20239.18,Luxembourg,Arlon
6706,81001,262,24847.89,20239.18,Luxembourg,Arlon
6717,81003,81,29955.47,22473.64,Luxembourg,Attert
6720,85046,84,24090.15,18759.23,Luxembourg,Habay
6721,85046,84,24090.15,18759.23,Luxembourg,Habay
6723,85046,84,24090.15,18759.23,Luxembourg,Habay
6724,85046,84,24090.15,18759.23,Luxembourg,Habay
6730,85039,56,22222.1,16792.22,Luxembourg,Tintigny
6740,85009,75,25189.45,19729.98,Luxembourg,Etalle
6741,85009,75,25189.45,19729.98,Luxembourg,Etalle
6742,85009,75,25189.45,19729.98,Luxembourg,Etalle
6743,85009,75,25189.45,19729.98,Luxembourg,Etalle
6747,85034,102,23889.26,19034.81,Luxembourg,Saint-Léger
6750,85026,131,21963.89,17051.43,Luxembourg,Musson
6760,85045,118,20743.58,16315.23,Luxembourg,Virton
6761,85045,118,20743.58,16315.23,Luxembourg,Virton
6762,85045,118,20743.58,16315.23,Luxembourg,Virton
6767,85047,76,20213.7,15880.36,Luxembourg,Rouvroy
6769,85024,51,20794.95,16253.47,Luxembourg,Meix-devant-Virton
6780,81015,162,26040.58,20534.57,Luxembourg,Messancy
6781,81015,162,26040.58,20534.57,Luxembourg,Messancy
6782,81015,162,26040.58,20534.57,Luxembourg,Messancy
6790,81004,386,19429.89,16027.64,Luxembourg,Aubange
6791,81004,386,19429.89,16027.64,Luxembourg,Aubange
6792,81004,386,19429.89,16027.64,Luxembourg,Aubange
6800,84077,66,21132.73,16785.37,Luxembourg,Libramont-Chevigny
6810,85007,46,20441.19,16093.68,Luxembourg,Chiny
6811,85007,46,20441.19,16093.68,Luxembourg,Chiny
6812,85007,46,20441.19,16093.68,Luxembourg,Chiny
6813,85007,46,20441.19,16093.68,Luxembourg,Chiny
6820,85011,39,19601.9,15610.13,Luxembourg,Florenville
6821,85011,39,19601.9,15610.13,Luxembourg,Florenville
6823,85011,39,19601.9,15610.13,Luxembourg,Florenville
6824,85011,39,19601.9,15610.13,Luxembourg,Florenville
6830,84010,36,19330.16,15089.01,Luxembourg,Bouillon
6831,84010,36,19330.16,15089.01,Luxembourg,Bouillon
6832,84010,36,19330.16,15089.01,Luxembourg,Bouillon
6833,84010,36,19330.16,15089.01,Luxembourg,Bouillon
6834,84010,36,19330.16,15089.01,Luxembourg,Bouillon
6836,84010,36,19330.16,15089.01,Luxembourg,Bouillon
6838,84010,36,19330.16,15089.01,Luxembourg,Bouillon
6840,84043,72,20514.34,16138.04,Luxembourg,Neufchâteau
6850,84050,49,19720.79,15081.29,Luxembourg,Paliseul
6851,84050,49,19720.79,15081.29,Luxembourg,Paliseul
6852,84050,49,19720.79,15081.29,Luxembourg,Paliseul
6853,84050,49,19720.79,15081.29,Luxembourg,Paliseul
6856,84050,49,19720.79,15081.29,Luxembourg,Paliseul
6860,84033,33,21840.94,16847.73,Luxembourg,Léglise
6870,84059,50,19681.18,15825.34,Luxembourg,Saint-Hubert
6880,84009,65,19565.43,15341.46,Luxembourg,Bertrix
6887,84029,29,19998.23,15681.7,Luxembourg,Herbeumont
6890,84035,38,21077.12,16521.0,Luxembourg,Libin
6900,83034,147,20498.3,15843.2,Luxembourg,Marche-en-Famenne
6920,84075,46,20602.3,15620.2,Luxembourg,Wellin
6921,84075,46,20602.3,15620.2,Luxembourg,Wellin
6922,84075,46,20602.3,15620.2,Luxembourg,Wellin
6924,84075,46,20602.3,15620.2,Luxembourg,Wellin
6927,84068,44,21138.68,16160.47,Luxembourg,Tellin
6929,84016,25,18703.45,14854.13,Luxembourg,Daverdisse
6940,83012,73,20082.64,15546.65,Luxembourg,Durbuy
6941,83012,73,20082.64,15546.65,Luxembourg,Durbuy
6950,83040,50,20599.22,16174.84,Luxembourg,Nassogne
6951,83040,50,20599.22,16174.84,Luxembourg,Nassogne
6952,83040,50,20599.22,16174.84,Luxembourg,Nassogne
6953,83040,50,20599.22,16174.84,Luxembourg,Nassogne
6960,83055,30,21038.72,16508.65,Luxembourg,Manhay
6970,83049,31,21266.95,16394.41,Luxembourg,Tenneville
6971,83049,31,21266.95,16394.41,Luxembourg,Tenneville
6972,83049,31,21266.95,16394.41,Luxembourg,Tenneville
6980,83031,27,20346.31,15107.13,Luxembourg,La Roche-en-Ardenne
6982,83031,27,20346.31,15107.13,Luxembourg,La Roche-en-Ardenne
6983,83031,27,20346.31,15107.13,Luxembourg,La Roche-en-Ardenne
6984,83031,27,20346.31,15107.13,Luxembourg,La Roche-en-Ardenne
6986,83031,27,20346.31,15107.13,Luxembourg,La Roche-en-Ardenne
6987,83044,39,20129.06,15263.99,Luxembourg,Rendeux
6990,83028,100,19440.2,14948.33,Luxembourg,Hotton
6997,83013,42,21018.99,15936.07,Luxembourg,Erezée
7000,53053,653,19054.19,15353.56,Hainaut,Mons
7010,53053,653,19054.19,15353.56,Hainaut,Mons
7011,53053,653,19054.19,15353.56,Hainaut,Mons
7012,53053,653,19054.19,15353.56,Hainaut,Mons
7020,53053,653,19054.19,15353.56,Hainaut,Mons
7021,53053,653,19054.19,15353.56,Hainaut,Mons
7022,53053,653,19054.19,15353.56,Hainaut,Mons
7024,53053,653,19054.19,15353.56,Hainaut,Mons
7030,53053,653,19054.19,15353.56,Hainaut,Mons
7031,53053,653,19054.19,15353.56,Hainaut,Mons
7032,53053,653,19054.19,15353.56,Hainaut,Mons
7033,53053,653,19054.19,15353.56,Hainaut,Mons
7034,53053,653,19054.19,15353.56,Hainaut,Mons
7040,53084,124,22521.78,17951.65,Hainaut,Quévy
7041,53084,124,22521.78,17951.65,Hainaut,Quévy
7050,53044,186,23798.97,18840.7,Hainaut,Jurbise
7060,55040,260,20782.72,16636.8,Hainaut,Soignies
7061,55040,260,20782.72,16636.8,Hainaut,Soignies
7062,55040,260,20782.72,16636.8,Hainaut,Soignies
7063,55040,260,20782.72,16636.8,Hainaut,Soignies
7070,55035,200,22527.52,17898.61,Hainaut,Le Roeulx
7080,53028,830,18317.94,14745.33,Hainaut,Frameries
7090,55004,276,21873.94,17571.89,Hainaut,Braine-le-Comte
7100,58001,1258,17501.36,14092.28,Hainaut,La Louvière
7110,58001,1258,17501.36,14092.28,Hainaut,La Louvière
7120,58003,108,21538.75,16618.98,Hainaut,Estinnes
7130,58002,549,19558.78,15356.4,Hainaut,Binche
7131,58002,549,19558.78,15356.4,Hainaut,Binche
7133,58002,549,19558.78,15356.4,Hainaut,Binche
7134,58002,549,19558.78,15356.4,Hainaut,Binche
7140,58004,940,19224.59,15052.2,Hainaut,Morlanwelz
7141,58004,940,19224.59,15052.2,Hainaut,Morlanwelz
7160,52010,815,19228.18,14818.5,Hainaut,Chapelle-lez-Herlaimont
7170,55086,1240,17883.71,14326.89,Hainaut,Manage
7180,55085,182,23754.49,18420.07,Hainaut,Seneffe
7181,55085,182,23754.49,18420.07,Hainaut,Seneffe
7190,55050,331,21182.46,16839.19,Hainaut,Ecaussinnes
7191,55050,331,21182.46,16839.19,Hainaut,Ecaussinnes
7300,53014,1010,16770.07,13556.05,Hainaut,Boussu
7301,53014,1010,16770.07,13556.05,Hainaut,Boussu
7320,51009,271,19856.32,15380.62,Hainaut,Bernissart
7321,51009,271,19856.32,15380.62,Hainaut,Bernissart
7322,51009,271,19856.32,15380.62,Hainaut,Bernissart
7330,53070,336,20658.02,16369.91,Hainaut,Saint-Ghislain
7331,53070,336,20658.02,16369.91,Hainaut,Saint-Ghislain
7332,53070,336,20658.02,16369.91,Hainaut,Saint-Ghislain
7333,53070,336,20658.02,16369.91,Hainaut,Saint-Ghislain
7334,53070,336,20658.02,16369.91,Hainaut,Saint-Ghislain
7340,53082,1509,15980.79,12801.66,Hainaut,Colfontaine
7350,53039,258,19113.63,14794.94,Hainaut,Hensies
7370,53020,492,18080.11,14370.56,Hainaut,Dour
7380,53068,319,17541.93,14199.23,Hainaut,Quiévrain
7382,53068,319,17541.93,14199.23,Hainaut,Quiévrain
7387,53083,116,21962.36,17190.21,Hainaut,Honnelles
7390,53065,1691,16532.96,13296.7,Hainaut,Quaregnon
7500,57081,318,20732.54,16454.35,Hainaut,Tournai
7501,57081,318,20732.54,16454.35,Hainaut,Tournai
7502,57081,318,20732.54,16454.35,Hainaut,Tournai
7503,57081,318,20732.54,16454.35,Hainaut,Tournai
7504,57081,318,20732.54,16454.35,Hainaut,Tournai
7506,57081,318,20732.54,16454.35,Hainaut,Tournai
7520,57081,318,20732.54,16454.35,Hainaut,Tournai
7521,57081,318,20732.54,16454.35,Hainaut,Tournai
7522,57081,318,20732.54,16454.35,Hainaut,Tournai
7530,57081,318,20732.54,16454.35,Hainaut,Tournai
7531,57081,318,20732.54,16454.35,Hainaut,Tournai
7532,57081,318,20732.54,16454.35,Hainaut,Tournai
7533,57081,318,20732.54,16454.35,Hainaut,Tournai
7534,57081,318,20732.54,16454.35,Hainaut,Tournai
7536,57081,318,20732.54,16454.35,Hainaut,Tournai
7538,57081,318,20732.54,16454.35,Hainaut,Tournai
7540,57081,318,20732.54,16454.35,Hainaut,Tournai
7542,57081,318,20732.54,16454.35,Hainaut,Tournai
7543,57081,318,20732.54,16454.35,Hainaut,Tournai
7548,57081,318,20732.54,16454.35,Hainaut,Tournai
7600,57064,283,19247.7,14834.54,Hainaut,Péruwelz
7601,57064,283,19247.7,14834.54,Hainaut,Péruwelz
7602,57064,283,19247.7,14834.54,Hainaut,Péruwelz
7603,57064,283,19247.7,14834.54,Hainaut,Péruwelz
7604,57064,283,19247.7,14834.54,Hainaut,Péruwelz
7608,57064,283,19247.7,14834.54,Hainaut,Péruwelz
7610,57072,222,19770.79,16039.14,Hainaut,Rumes
7611,57072,222,19770.79,16039.14,Hainaut,Rumes
7618,57072,222,19770.79,16039.14,Hainaut,Rumes
7620,57093,174,20916.44,15796.73,Hainaut,Brunehaut
7621,57093,174,20916.44,15796.73,Hainaut,Brunehaut
7622,57093,174,20916.44,15796.73,Hainaut,Brunehaut
7623,57093,174,20916.44,15796.73,Hainaut,Brunehaut
7624,57093,174,20916.44,15796.73,Hainaut,Brunehaut
7640,57003,243,19317.09,15200.77,Hainaut,Antoing
7641,57003,243,19317.09,15200.77,Hainaut,Antoing
7642,57003,243,19317.09,15200.77,Hainaut,Antoing
7643,57003,243,19317.09,15200.77,Hainaut,Antoing
7700,57096,1476,17739.5,14521.1,Hainaut,Mouscron
7711,57096,1476,17739.5,14521.1,Hainaut,Mouscron
7712,57096,1476,17739.5,14521.1,Hainaut,Mouscron
7730,57027,335,20259.62,15965.39,Hainaut,Estaimpuis
7740,57062,179,21008.52,16292.66,Hainaut,Pecq
7742,57062,179,21008.52,16292.66,Hainaut,Pecq
7743,57062,179,21008.52,16292.66,Hainaut,Pecq
7750,57095,142,21877.15,16977.0,Hainaut,Mont-de-l’Enclus
7760,57018,84,20815.68,16344.5,Hainaut,Celles
7780,57097,299,17470.37,14196.4,Hainaut,Comines-Warneton
7781,57097,299,17470.37,14196.4,Hainaut,Comines-Warneton
7782,57097,299,17470.37,14196.4,Hainaut,Comines-Warneton
7783,57097,299,17470.37,14196.4,Hainaut,Comines-Warneton
7784,57097,299,17470.37,14196.4,Hainaut,Comines-Warneton
7800,51004,234,22299.59,17497.43,Hainaut,Ath
7801,51004,234,22299.59,17497.43,Hainaut,Ath
7802,51004,234,22299.59,17497.43,Hainaut,Ath
7803,51004,234,22299.59,17497.43,Hainaut,Ath
7804,51004,234,22299.59,17497.43,Hainaut,Ath
7810,51004,234,22299.59,17497.43,Hainaut,Ath
7811,51004,234,22299.59,17497.43,Hainaut,Ath
7812,51004,234,22299.59,17497.43,Hainaut,Ath
7822,51004,234,22299.59,17497.43,Hainaut,Ath
7823,51004,234,22299.59,17497.43,Hainaut,Ath
7830,51068,123,25093.87,19361.94,Hainaut,Silly
7850,51067,368,22527.39,18603.35,Hainaut,Enghien
